ID,D,T,AtmPr,WindD,WindS,Gust,WaveH,WaveP,WaveD,Hmax,AirT,SeaT,Hum,Code
A2,111,2,1015.515,333,10.929,15.256,0.703,3.164,315,0.938,9.824,11.131,87.402,0.0
A2,111,3,1015.674,319,9.791,12.865,0.703,3.164,315,0.781,10.264,11.129,84.668,0.0
A2,111,4,1015.942,324,12.068,16.053,0.547,3.047,328,0.625,10.459,10.975,83.008,0.0
A2,111,5,1016.321,328,10.816,13.434,0.547,2.93,309,0.625,10.508,11.072,82.52,0.0
A2,111,6,1016.699,329,11.612,14.914,0.547,3.047,309,0.781,10.508,10.562,84.766,0.0
A2,111,7,1017.139,351,10.246,13.32,0.547,3.047,314,0.625,10.801,10.613,82.031,0.0
A2,111,8,1017.822,347,7.969,10.132,0.547,3.164,325,0.625,10.801,11.076,79.883,0.0
A2,111,9,1018.25,337,7.628,9.563,0.547,3.516,312,0.781,10.801,10.728,80.176,0.0
A2,111,10,1018.506,355,7.4,9.222,0.469,3.633,316,0.625,10.752,10.834,82.129,0.0
A2,111,11,1018.677,349,6.262,8.425,0.547,3.867,322,0.781,10.996,11.016,82.813,0.0
A2,111,12,1019.055,328,5.237,6.831,0.469,3.75,335,0.625,11.191,11.025,82.617,0.0
A2,111,13,1019.324,308,5.465,6.831,0.547,3.516,340,0.625,11.289,11.166,83.008,0.0
A2,111,14,1019.617,300,4.554,6.262,0.703,3.398,6,0.781,11.924,11.6,79.98,0.0
A2,111,15,1019.897,265,3.643,4.668,0.703,3.281,25,0.938,12.412,11.411,75.488,0.0
A2,111,16,1019.873,304,2.277,3.188,0.625,3.281,31,0.781,12.803,11.971,71.875,0.0
A2,111,17,1019.824,197,1.822,2.846,0.547,3.164,42,0.625,13.389,11.689,69.434,0.0
A2,111,18,1019.971,167,2.391,3.188,0.469,3.164,45,0.625,12.656,11.896,71.289,0.0
A2,111,19,1019.824,232,2.846,3.529,0.391,3.164,39,0.469,12.998,12.061,73.34,0.0
A2,111,20,1019.885,248,4.782,5.806,0.313,3.281,39,0.313,12.021,11.876,80.957,0.0
A2,111,21,1020.044,263,1.366,4.554,0.234,3.164,3,0.0,11.582,10.84,84.473,0.0
A2,111,22,1020.215,163,2.391,3.074,0.234,3.516,309,0.0,11.191,11.536,88.379,0.0
A2,111,23,1020.19,174,3.188,4.782,0.234,3.75,274,0.0,11.387,11.453,89.746,0.0
A2,112,0,1020.068,174,4.212,6.489,0.234,3.281,267,0.0,11.045,11.583,91.797,0.0
A2,112,1,1019.824,191,5.237,7.286,0.234,3.164,333,0.0,10.801,11.516,92.188,0.0
A2,112,2,1019.849,196,4.44,5.692,0.234,3.047,18,0.0,10.801,11.384,90.527,0.0
A2,112,3,1019.592,212,3.529,4.326,0.234,3.047,62,0.0,10.801,11.177,85.547,0.0
A2,112,4,1019.556,136,2.619,3.871,0.234,3.281,84,0.0,10.654,11.523,88.477,0.0
A2,112,5,1019.47,126,2.619,3.643,0.234,3.281,110,0.0,11.045,11.774,86.914,0.0
A2,112,6,1019.556,81,4.44,5.123,0.234,3.398,105,0.0,11.191,11.873,84.57,0.0
A2,112,7,1019.836,108,4.554,6.034,0.156,3.164,107,0.0,11.338,11.818,82.617,0.0
A2,112,8,1019.873,121,5.237,6.034,0.156,3.047,127,0.0,11.191,11.856,85.742,0.0
A2,112,9,1019.617,125,7.514,8.539,0.156,3.281,141,0.0,11.436,11.948,87.695,0.0
A2,112,10,1019.543,129,6.717,7.969,0.156,3.281,166,0.0,11.68,11.968,87.305,0.0
A2,112,11,1019.214,153,6.375,7.855,0.156,3.398,228,0.0,11.729,11.708,87.891,0.0
A2,112,12,1018.982,165,5.692,7.969,0.313,4.57,150,0.0,11.533,11.481,90.527,0.0
A2,112,13,1018.677,162,7.969,9.222,0.156,3.164,218,0.0,11.387,11.592,91.602,0.0
A2,112,14,1018.53,171,5.465,7.514,0.156,3.75,172,0.0,11.24,11.459,91.602,0.0
A2,112,15,1018.213,153,7.059,8.425,0.156,3.281,159,0.0,11.338,11.327,88.477,0.0
A2,112,16,1018.164,139,6.262,7.742,0.234,3.984,143,0.0,11.582,11.05,85.547,0.0
A2,112,17,1017.92,125,5.465,7.514,0.234,3.75,153,0.0,11.484,11.202,87.207,0.0
A2,112,18,1017.944,133,7.855,9.563,0.234,3.516,181,0.0,11.484,12.449,90.039,0.0
A2,112,19,1018.005,143,7.855,9.791,0.234,3.164,183,0.0,11.777,12.215,89.16,0.0
A2,112,20,1018.103,176,6.945,8.652,0.391,3.047,200,0.469,11.826,12.252,90.039,0.0
A2,112,21,1018.372,187,7.172,8.766,0.391,2.93,198,0.469,11.875,12.133,90.527,0.0
A2,112,22,1018.384,187,4.782,6.262,0.391,2.813,208,0.313,11.924,11.814,88.184,0.0
A2,112,23,1018.127,134,3.415,5.351,0.391,3.164,248,0.469,11.777,12.323,88.77,0.0
A2,113,0,1017.896,143,7.059,8.652,0.469,4.219,204,0.625,11.777,11.514,86.523,0.0
A2,113,1,1018.335,226,5.351,7.172,0.313,3.867,194,0.469,11.24,11.01,90.625,0.0
A2,113,2,1018.396,291,4.212,6.034,0.469,4.688,200,0.625,11.24,10.986,91.797,0.0
A2,113,3,1018.14,300,5.692,7.855,0.391,4.336,184,0.625,11.289,10.911,92.383,0.0
A2,113,4,1018.225,14,5.579,7.172,0.469,6.797,179,0.625,11.631,11.032,92.48,0.0
A2,113,5,1018.457,60,6.262,6.945,0.313,5.039,173,0.0,11.533,11.477,89.551,0.0
A2,113,6,1018.359,46,8.425,10.132,0.313,5.508,169,0.0,11.729,12.305,91.016,0.0
A2,113,7,1018.726,77,10.36,13.662,0.313,6.914,177,0.625,11.826,12.297,91.602,0.0
A2,113,8,1018.994,90,8.88,10.588,0.313,4.219,163,0.469,11.729,12.149,91.406,0.0
A2,113,9,1019.482,70,10.702,12.637,0.625,3.516,127,0.938,11.973,12.063,88.965,0.0
A2,113,10,1019.885,61,11.271,13.548,0.703,4.102,131,0.938,11.924,11.803,86.719,0.0
A2,113,11,1020.056,61,12.523,14.914,0.703,4.219,121,0.938,11.582,11.409,87.207,0.0
A2,113,12,1020.227,55,10.019,11.84,0.703,4.336,114,0.938,11.631,10.952,87.305,0.0
A2,113,13,1020.288,49,11.157,13.434,0.625,4.453,110,0.938,11.68,10.757,90.723,0.0
A2,113,14,1020.667,37,9.905,12.182,0.781,4.336,124,1.25,11.68,10.854,91.113,0.0
A2,113,15,1020.764,22,9.677,12.182,0.703,3.867,101,0.938,11.631,10.867,89.355,0.0
A2,113,16,1020.642,32,10.132,13.776,0.781,3.633,89,0.938,11.68,10.995,86.23,0.0
A2,113,17,1020.618,23,10.816,15.028,0.703,3.398,89,0.781,12.266,11.34,81.152,0.0
A2,113,18,1020.728,27,12.068,17.533,0.781,3.398,83,0.938,12.412,11.301,81.055,0.0
A2,113,19,1020.837,26,12.296,17.988,1.016,3.75,79,1.406,12.754,11.885,83.301,0.0
A2,113,20,1021.008,36,16.166,21.29,1.016,3.516,73,1.406,13.242,11.624,77.441,0.0
A2,113,21,1021.741,50,16.849,26.071,0.938,3.633,68,1.094,13.438,11.316,73.828,0.0
A2,113,22,1021.948,55,19.468,23.794,0.938,3.75,62,1.563,12.852,11.094,79.785,0.0
A2,113,23,1022.29,65,19.468,23.453,1.016,4.219,56,1.563,12.656,10.911,81.055,0.0
A2,114,0,1022.375,71,17.988,20.72,1.25,4.453,42,1.719,12.314,10.84,82.129,0.0
A2,114,1,1022.668,66,16.508,19.354,1.172,4.336,49,1.719,11.973,10.796,83.594,0.0
A2,114,2,1022.388,63,16.622,21.973,1.172,4.219,55,1.875,11.729,10.825,83.887,0.0
A2,114,3,1022.668,54,15.256,21.29,1.406,4.102,65,2.031,11.436,10.823,85.84,0.0
A2,114,4,1022.913,52,15.711,23.339,1.484,4.219,75,2.188,11.289,10.745,85.742,0.0
A2,114,5,1023.254,54,18.102,24.022,1.719,4.336,83,2.031,11.338,10.708,83.887,0.0
A2,114,6,1023.645,58,19.354,25.843,1.953,4.57,86,2.656,11.387,10.567,81.055,0.0
A2,114,7,1024.036,57,18.899,27.096,1.719,4.453,89,2.5,11.338,10.554,79.98,0.0
A2,114,8,1023.999,61,15.825,22.997,1.719,4.453,86,2.813,11.338,10.562,79.297,0.0
A2,114,9,1024.121,67,17.988,24.136,1.563,4.219,76,2.188,11.436,10.571,77.93,0.0
A2,114,10,1023.975,58,18.216,23.339,1.328,4.219,68,1.875,11.582,10.682,78.711,0.0
A2,114,11,1023.755,64,19.24,22.542,1.328,4.336,68,1.875,11.777,10.644,79.785,0.0
A2,114,12,1023.413,67,18.329,22.086,1.172,4.453,59,1.563,11.826,10.789,79.297,0.0
A2,114,13,1023.413,50,16.622,20.265,1.094,4.336,55,1.406,11.826,10.889,81.738,0.0
A2,114,14,1022.839,41,14.345,19.126,1.016,3.984,56,1.719,11.826,10.816,81.836,0.0
A2,114,15,1022.192,44,16.622,21.403,1.172,3.984,66,1.719,12.07,10.867,81.055,0.0
A2,114,16,1021.704,47,13.662,17.988,1.172,3.867,58,1.406,11.973,10.856,83.398,0.0
A2,114,17,1021.436,45,12.637,16.736,1.172,3.867,66,1.563,12.119,10.869,83.301,0.0
A2,114,18,1021.228,46,13.662,19.126,1.172,3.867,70,1.719,12.314,10.807,81.641,0.0
A2,114,19,1021.045,51,13.434,18.557,1.25,3.867,79,1.719,12.461,10.657,80.273,0.0
A2,114,20,1020.764,54,12.751,18.216,1.172,3.75,80,1.563,12.51,10.673,80.371,0.0
A2,114,21,1020.996,66,14.686,19.809,1.172,3.867,75,1.406,12.51,10.719,82.031,0.0
A2,114,22,1020.544,52,11.84,14.345,1.094,3.867,73,1.25,12.021,10.739,86.035,0.0
A2,114,23,1020.068,78,15.483,18.216,0.859,3.75,70,1.25,12.217,10.714,81.836,0.0
A2,115,0,1019.495,84,15.369,17.533,0.859,3.867,63,1.25,11.973,10.86,82.813,0.0
A2,115,1,1018.86,75,14.117,16.622,0.859,3.984,55,1.563,11.777,10.889,85.449,0.0
A2,115,2,1018.579,68,12.865,15.256,0.859,3.984,45,1.094,11.582,10.928,86.523,0.0
A2,115,3,1018.335,69,13.32,16.736,0.781,3.75,59,1.406,11.631,10.926,83.105,0.0
A2,115,4,1017.908,63,13.092,18.329,1.016,3.75,70,1.563,11.484,10.922,84.277,0.0
A2,115,5,1018.054,77,15.711,21.403,1.25,3.984,69,1.875,11.24,10.876,86.523,0.0
A2,115,6,1017.969,79,14.8,20.151,1.406,4.219,84,2.031,10.898,10.858,87.891,0.0
A2,115,7,1017.859,76,15.483,20.151,1.563,4.336,84,1.875,10.996,10.765,86.719,0.0
A2,115,8,1018.176,74,13.889,19.809,1.484,4.219,83,1.875,10.801,10.649,88.379,0.0
A2,115,9,1018.372,77,14.573,20.379,1.328,4.336,80,1.875,10.557,10.741,89.063,0.0
A2,115,10,1018.298,76,16.28,20.151,1.406,4.336,80,2.031,10.557,10.833,86.719,0.0
A2,115,11,1017.993,83,15.483,19.582,1.172,3.984,75,1.875,10.752,10.774,88.086,0.0
A2,115,12,1017.822,87,12.979,16.394,1.094,4.219,56,1.719,10.85,10.844,86.035,0.0
A2,115,13,1017.517,81,14.003,17.646,0.938,4.102,46,1.25,11.045,10.922,84.961,0.0
A2,115,14,1017.285,77,13.776,16.849,0.859,3.984,63,1.25,11.045,10.944,86.523,0.0
A2,115,15,1016.968,78,14.686,19.24,0.938,3.867,52,1.094,10.898,10.961,89.063,0.0
A2,115,16,1017.078,73,12.979,17.874,0.938,3.75,79,1.094,10.703,10.952,91.406,0.0
A2,115,17,1017.004,66,13.092,16.963,1.172,3.984,69,1.406,10.898,10.955,91.406,0.0
A2,115,18,1016.992,59,10.929,15.142,1.172,3.867,70,1.406,11.191,10.911,90.918,0.0
A2,115,19,1016.98,50,8.425,11.157,1.016,3.867,82,1.406,11.289,10.939,91.016,0.0
A2,115,20,1016.956,60,8.652,12.182,0.938,3.633,77,1.25,11.484,10.898,90.039,0.0
A2,115,21,1016.992,66,10.132,13.092,0.781,3.516,86,0.938,11.582,10.869,88.379,0.0
A2,115,22,1016.785,60,8.539,10.36,0.703,3.281,82,0.781,11.484,10.886,90.137,0.0
A2,115,23,1016.614,72,9.222,10.246,0.547,3.281,87,0.781,11.436,10.939,88.965,0.0
A2,116,0,1016.138,75,10.474,12.409,0.469,3.281,63,0.625,11.338,10.913,90.039,0.0
A2,116,1,1015.759,65,9.222,10.702,0.469,3.281,52,0.625,11.289,10.917,88.672,0.0
A2,116,2,1015.381,63,8.88,10.132,0.469,3.281,66,0.469,11.24,10.959,89.063,0.0
A2,116,3,1015.234,43,7.969,9.905,0.469,3.164,45,0.469,11.191,10.961,90.234,0.0
A2,116,4,1014.966,30,7.4,9.336,0.547,3.164,53,0.625,11.143,10.955,91.992,0.0
A2,116,5,1014.966,45,6.717,8.994,0.547,3.281,70,0.781,11.289,10.959,89.551,0.0
A2,116,6,1015.405,59,6.831,8.539,0.547,3.281,76,0.781,11.436,10.933,87.891,0.0
A2,116,7,1015.759,40,7.742,9.222,0.625,3.281,76,0.625,11.387,10.92,88.965,0.0
A2,116,8,1015.698,66,10.588,12.979,0.625,3.398,86,0.938,11.582,10.904,82.813,0.0
A2,116,9,1015.82,36,5.351,9.677,0.625,3.281,87,0.781,11.484,10.898,87.305,0.0
A2,116,10,1015.918,36,6.034,7.4,0.547,3.398,90,0.781,11.484,10.963,88.379,0.0
A2,116,11,1015.808,82,7.4,9.108,0.469,3.281,77,0.625,11.826,11.136,82.129,0.0
A2,116,12,1015.698,85,6.489,7.855,0.391,3.164,58,0.469,11.973,11.186,82.52,0.0
A2,116,13,1015.601,69,2.391,5.465,0.391,3.281,48,0.469,12.949,11.276,79.297,0.0
A2,116,14,1015.454,67,4.782,6.148,0.313,3.281,44,0.469,12.412,11.325,81.25,0.0
A2,116,15,1015.479,31,4.782,5.92,0.391,3.164,46,0.469,12.07,11.823,84.961,0.0
A2,116,16,1015.173,16,5.806,7.172,0.391,3.516,25,0.469,12.07,11.29,85.84,0.0
A2,116,17,1015.002,13,5.92,7.969,0.391,3.164,49,0.469,11.973,11.66,85.156,0.0
A2,116,18,1014.905,21,5.123,6.717,0.391,3.164,53,0.469,11.826,11.744,87.207,0.0
A2,116,19,1014.856,22,5.465,7.286,0.391,3.398,83,0.469,11.875,12.105,87.012,0.0
A2,116,20,1014.783,30,4.44,6.034,0.391,3.047,69,0.469,11.729,11.653,87.5,0.0
A2,116,21,1014.954,37,3.871,4.895,0.313,2.93,76,0.625,11.582,11.752,89.355,0.0
A2,116,23,1014.514,62,3.757,4.326,0.313,3.047,120,0.469,11.387,11.321,90.625,0.0
A2,117,0,1014.246,132,1.594,3.415,0.313,3.164,65,0.0,11.143,11.508,91.113,0.0
A2,117,1,1013.879,233,1.822,2.619,0.234,3.516,84,0.0,11.094,11.583,92.09,0.0
A2,117,2,1013.513,312,1.252,1.708,0.234,3.75,115,0.0,10.996,11.627,93.066,0.0
A2,117,3,1013.074,9,1.48,1.822,0.234,3.867,149,0.0,10.752,11.331,92.969,0.0
A2,117,4,1012.634,315,0.683,1.48,0.234,3.633,158,0.0,10.459,11.323,93.164,0.0
A2,117,5,1012.695,1,1.822,2.277,0.234,3.516,155,0.0,10.996,11.488,92.48,0.0
A2,117,6,1012.61,20,2.505,2.846,0.234,3.633,129,0.0,11.484,11.466,89.453,0.0
A2,117,7,1012.573,22,0.683,2.391,0.234,3.516,121,0.0,12.754,11.195,88.086,0.0
A2,117,8,1012.756,356,1.48,2.163,0.234,3.633,101,0.0,11.729,11.541,78.418,0.0
A2,117,9,1012.378,37,3.074,4.099,0.313,5.156,205,0.0,11.826,11.53,82.324,0.0
A2,117,10,1012.048,51,2.619,3.529,0.234,4.102,145,0.0,12.168,11.175,83.301,0.0
A2,117,11,1011.633,113,4.212,5.237,0.313,4.219,187,0.469,12.119,11.409,84.668,0.0
A2,117,12,1011.023,118,4.895,6.148,0.313,4.453,132,0.469,12.559,11.629,79.199,0.0
A2,117,13,1010.706,140,6.262,7.628,0.234,5.039,219,0.0,12.754,11.732,76.758,0.0
A2,117,14,1009.705,150,6.375,8.083,0.234,4.102,190,0.0,12.705,11.92,82.52,0.0
A2,117,15,1008.655,129,7.4,8.539,0.234,4.102,159,0.0,12.656,12.541,86.426,0.0
A2,117,16,1007.861,127,7.514,9.449,0.234,4.102,167,0.0,12.754,11.955,88.574,0.0
A2,117,17,1007.019,124,7.628,8.994,0.234,4.219,179,0.0,12.656,12.415,90.039,0.0
A2,117,18,1006.189,98,9.336,11.271,0.313,5.273,141,0.0,12.412,12.318,90.527,0.0
A2,117,19,1005.505,95,7.969,10.132,0.234,3.867,91,0.0,12.656,12.321,89.648,0.0
A2,117,20,1004.541,95,8.197,11.157,0.391,4.102,139,0.469,12.803,12.321,90.039,0.0
A2,117,21,1003.711,124,9.677,11.385,0.391,3.398,129,0.469,13.193,12.217,90.43,0.0
A2,117,22,1002.856,153,10.132,12.296,0.469,3.516,141,0.625,13.096,12.16,93.652,0.0
A2,117,23,1001.855,162,10.474,14.914,0.547,3.516,146,0.938,12.803,12.017,95.215,0.0
A2,118,0,1000.635,151,11.612,15.028,0.625,3.164,152,0.781,12.705,11.854,95.605,0.0
A2,118,1,999.524,147,15.939,19.923,0.781,3.398,153,0.938,12.656,11.715,96.094,0.0
A2,118,2,998.865,180,10.702,14.8,0.938,3.398,155,1.094,12.412,11.57,95.996,0.0
A2,118,3,998.425,187,11.043,14.686,0.859,3.516,156,1.094,12.363,11.591,95.703,0.0
A2,118,4,998.535,213,10.474,14.117,0.859,3.398,179,0.938,12.363,11.62,94.727,0.0
A2,118,5,999.414,260,11.157,14.573,0.781,3.398,179,0.781,12.607,11.609,91.895,0.0
A2,118,6,1000.0,249,11.726,14.914,0.781,3.516,193,1.094,12.559,11.622,87.305,0.0
A2,118,7,1000.403,241,14.231,17.419,0.859,3.633,211,1.094,12.705,11.385,82.91,0.0
A2,118,8,1000.989,232,12.296,15.256,0.938,3.984,207,1.563,12.754,11.338,83.105,0.0
A2,118,9,1001.257,219,14.003,16.736,0.859,4.219,198,1.25,12.852,11.616,85.254,0.0
A2,118,10,1001.685,204,7.4,12.409,0.859,4.102,207,1.25,12.9,12.59,86.719,0.0
A2,118,11,1002.1,176,8.766,10.702,0.781,4.102,201,1.25,13.291,12.548,84.863,0.0
A2,118,12,1002.441,188,10.36,13.662,0.938,4.219,190,1.094,13.389,12.405,83.496,0.0
A2,118,13,1002.869,247,15.597,22.428,0.938,4.102,179,1.406,14.512,12.283,74.414,0.0
A2,118,14,1003.54,274,10.929,16.622,0.938,3.867,194,1.25,13.73,12.114,80.469,0.0
A2,118,15,1003.76,246,12.409,17.191,1.016,3.75,205,1.25,13.828,11.946,78.223,0.0
A2,118,16,1004.187,236,8.311,12.751,1.016,3.867,221,1.875,13.73,11.801,79.98,0.0
A2,118,17,1004.626,267,11.271,14.003,1.094,3.867,239,1.563,14.609,11.843,71.777,0.0
A2,118,18,1005.457,260,10.019,12.409,1.094,3.984,232,1.719,14.316,11.843,73.438,0.0
A2,118,19,1006.042,255,13.776,17.874,1.172,4.102,233,1.406,14.414,11.869,71.484,0.0
A2,118,20,1006.689,256,14.231,16.394,1.094,4.102,222,1.719,14.365,12.129,72.07,0.0
A2,118,21,1007.715,255,16.053,19.809,1.016,3.984,229,1.406,14.219,12.103,72.559,0.0
A2,118,22,1008.435,250,16.053,19.582,1.016,3.984,224,1.406,14.023,12.318,72.949,0.0
A2,118,23,1008.899,251,17.191,20.606,1.016,4.219,217,1.406,13.633,12.398,74.902,0.0
A2,119,0,1009.033,256,16.849,21.062,1.016,4.102,219,1.406,13.389,12.266,76.953,0.0
A2,119,1,1009.656,253,14.573,19.126,0.938,3.867,226,1.25,13.145,12.197,79.492,0.0
A2,119,2,1010.034,256,12.637,16.166,1.016,3.984,231,1.25,13.047,12.114,80.469,0.0
A2,119,3,1010.034,230,9.563,13.662,1.016,3.867,226,1.094,12.705,12.012,83.789,0.0
A2,119,4,1009.924,213,9.449,13.32,1.016,3.867,211,1.25,12.363,11.926,85.449,0.0
A2,119,5,1009.924,213,10.246,13.889,0.938,3.75,211,1.094,12.412,11.841,83.105,0.0
A2,119,6,1010.693,210,10.019,13.889,0.859,3.867,203,1.25,12.217,11.748,85.84,0.0
A2,119,7,1010.315,203,13.434,17.191,0.781,3.75,201,1.094,12.314,11.733,86.133,0.0
A2,119,8,1010.864,200,11.726,16.508,0.781,3.633,198,0.938,12.07,11.774,88.184,0.0
A2,119,9,1010.278,188,16.622,19.354,0.781,3.867,187,0.938,11.777,12.092,87.5,0.0
A2,119,10,1010.059,169,18.102,22.883,0.781,4.219,184,0.938,11.68,11.807,91.895,0.0
A2,119,11,1009.631,161,19.354,25.957,1.016,4.219,180,1.406,11.826,11.997,92.578,0.0
A2,119,12,1009.167,164,19.126,26.299,1.016,4.102,172,1.25,12.314,12.079,93.945,0.0
A2,119,14,1008.557,183,16.849,22.77,1.797,4.336,179,2.188,13.047,12.155,95.02,0.0
A2,119,15,1008.618,190,15.142,20.379,1.875,4.453,169,2.969,12.998,12.372,95.898,0.0
A2,119,16,1008.728,201,11.499,16.508,1.641,4.336,174,2.188,13.389,12.563,93.652,0.0
A2,119,17,1008.362,203,12.409,16.394,1.563,4.219,180,1.875,13.877,12.501,89.16,0.0
A2,119,18,1008.63,213,13.206,18.443,1.484,4.219,179,2.656,14.316,12.589,85.352,0.0
A2,119,19,1008.826,200,13.889,18.785,1.25,4.102,179,1.875,14.219,12.636,84.375,0.0
A2,119,20,1008.984,201,13.434,16.394,1.328,4.336,179,2.031,13.779,12.643,86.523,0.0
A2,119,21,1009.509,206,17.191,19.923,1.172,4.57,186,1.563,13.828,12.654,86.23,0.0
A2,119,22,1010.083,211,18.329,21.517,1.172,4.922,176,1.719,13.926,12.656,86.914,0.0
A2,119,23,1010.632,209,16.394,20.606,1.328,4.922,188,1.719,13.633,12.702,87.891,0.0
A2,120,0,1011.06,215,17.419,22.77,1.25,4.805,183,1.719,13.291,12.896,89.063,0.0
A2,120,1,1011.316,205,17.191,22.428,1.172,4.453,180,1.406,13.193,12.891,89.648,0.0
A2,120,2,1011.633,208,14.914,19.696,1.25,4.219,184,1.719,12.998,12.852,90.039,0.0
A2,120,3,1011.78,204,14.573,20.151,1.25,4.102,187,1.563,12.9,12.779,90.137,0.0
A2,120,4,1011.475,200,13.776,18.443,1.172,3.867,186,2.031,12.949,12.48,90.332,0.0
A2,120,5,1011.646,204,15.369,20.151,1.172,3.75,188,1.563,12.949,12.301,88.574,0.0
A2,120,6,1011.816,200,14.686,21.403,1.25,3.867,191,1.875,12.949,12.307,88.77,0.0
A2,120,7,1011.755,204,17.419,22.77,1.172,3.75,191,1.563,12.998,12.314,87.402,0.0
A2,120,8,1011.89,201,20.834,26.754,1.094,3.867,188,1.719,13.096,12.294,87.402,0.0
A2,120,9,1012.109,193,21.29,26.071,1.094,3.984,181,1.563,13.047,12.134,87.988,0.0
A2,120,10,1012.048,187,20.493,24.022,1.094,4.57,176,1.563,13.193,12.354,87.305,0.0
A2,120,11,1012.195,187,21.745,26.185,1.094,4.805,180,1.563,13.389,12.684,86.426,0.0
A2,120,12,1011.865,179,22.542,28.462,1.406,5.039,183,2.656,13.389,12.896,86.719,0.0
A2,120,13,1011.389,191,23.794,31.308,1.641,5.039,181,2.656,13.682,12.883,85.156,0.0
A2,120,14,1012.024,197,20.948,28.917,1.719,4.805,184,2.344,13.486,12.9,86.719,0.0
A2,120,15,1011.841,204,18.671,26.299,2.109,4.922,186,2.813,13.633,12.869,86.328,0.0
A2,120,16,1011.804,200,20.265,29.828,2.188,4.922,186,3.438,13.486,12.849,86.426,0.0
A2,120,17,1011.658,198,13.889,20.037,2.031,4.688,180,2.969,12.998,12.856,91.309,0.0
A2,120,18,1011.572,197,17.191,23.68,1.953,4.57,186,2.5,13.34,12.592,87.012,0.0
A2,120,19,1011.938,236,13.776,22.542,1.797,4.453,177,2.656,13.34,12.296,87.305,0.0
A2,120,20,1011.572,209,20.834,28.348,1.719,4.57,180,2.188,13.584,12.188,84.766,0.0
A2,120,21,1012.256,206,19.468,24.363,1.719,4.688,183,2.344,13.34,12.25,86.426,0.0
A2,120,22,1012.451,203,20.151,23.225,1.563,4.922,181,2.188,13.34,12.479,86.621,0.0
A2,120,23,1012.878,206,20.72,26.071,1.484,5.273,181,2.188,13.193,12.599,86.621,0.0
A2,121,0,1013.391,207,19.126,22.656,1.406,5.273,181,2.031,13.096,12.772,86.523,0.0
A2,121,1,1013.477,208,20.151,24.591,1.484,5.391,184,2.031,13.047,12.878,86.23,0.0
A2,121,2,1013.586,207,19.126,23.453,1.484,4.922,187,1.875,12.998,12.966,86.719,0.0
A2,121,3,1013.538,211,18.102,23.566,1.484,4.688,187,2.188,13.096,12.96,84.473,0.0
A2,121,4,1013.977,203,14.8,19.696,1.563,4.453,184,2.188,12.803,12.946,86.914,0.0
A2,121,5,1014.246,206,17.077,24.136,1.641,4.336,183,2.188,12.803,12.814,85.547,0.0
A2,121,6,1014.417,211,15.256,25.616,1.563,4.219,188,1.875,12.803,12.64,85.352,0.0
A2,121,7,1014.636,216,16.736,23.68,1.484,4.102,193,2.188,12.803,12.594,83.789,0.0
A2,121,8,1015.393,211,14.8,19.809,1.406,3.984,193,1.875,12.9,12.567,84.082,0.0
A2,121,9,1015.649,212,16.508,20.948,1.25,3.984,186,1.563,13.291,12.53,82.422,0.0
A2,121,10,1015.991,220,14.459,17.305,1.094,4.219,181,1.25,13.633,12.781,78.418,0.0
A2,121,11,1016.394,204,14.459,17.191,1.016,4.688,190,1.563,13.633,13.01,80.859,0.0
A2,121,12,1017.053,225,9.791,13.662,0.938,4.453,195,1.406,13.486,13.0,84.766,0.0
A2,121,13,1016.98,204,12.068,15.142,0.938,4.688,187,1.406,14.316,12.907,76.953,0.0
A2,121,14,1016.895,189,14.003,17.419,1.016,4.57,183,1.406,13.828,12.876,81.641,0.0
A2,121,15,1017.029,200,16.508,20.379,1.094,4.336,194,1.406,13.73,12.946,84.375,0.0
A2,121,16,1017.334,262,17.646,25.73,1.25,4.102,181,2.188,14.658,12.966,74.121,0.0
A2,121,17,1017.688,259,8.766,19.696,1.406,4.102,200,1.719,13.975,12.936,80.762,0.0
A2,121,18,1017.896,251,15.256,20.151,1.563,4.219,193,2.188,14.854,13.07,70.313,0.0
A2,121,19,1018.262,245,12.865,17.191,1.563,4.219,198,2.031,14.512,13.123,76.074,0.0
A2,121,20,1018.506,249,14.8,20.493,1.328,3.984,215,1.719,14.561,13.132,74.902,0.0
A2,121,21,1019.36,258,12.296,15.939,1.25,4.102,226,1.719,14.023,13.132,79.98,0.0
A2,121,22,1019.775,265,17.419,23.566,1.016,3.984,218,1.875,14.072,13.087,74.316,0.0
A2,121,23,1020.52,265,16.28,20.037,1.172,3.984,232,1.406,13.633,13.021,77.441,0.0
A2,122,0,1020.654,258,16.622,20.265,1.016,3.984,236,1.25,13.389,12.898,79.883,0.0
A2,122,1,1021.033,263,18.785,23.339,0.938,4.219,214,1.094,13.291,12.865,75.781,0.0
A2,122,2,1021.484,258,16.166,19.126,0.781,3.75,222,0.938,13.047,12.803,79.297,0.0
A2,122,3,1021.667,259,16.394,19.696,0.859,3.984,228,1.25,12.705,12.845,81.738,0.0
A2,122,4,1021.851,264,16.28,20.948,0.938,3.75,228,1.25,12.607,12.803,78.516,0.0
A2,122,5,1021.985,263,14.686,19.923,0.938,3.75,235,1.25,12.51,12.805,77.148,0.0
A2,122,6,1022.351,261,13.889,17.077,1.016,3.75,232,1.406,12.461,12.766,77.93,0.0
A2,122,7,1022.009,253,15.369,19.923,1.094,3.867,229,1.719,12.754,12.834,75.586,0.0
