ID,D,T,AtmPr,WindD,WindS,Gust,WaveH,WaveP,WaveD,Hmax,AirT,SeaT,Hum,Code
A2,232,14,992.395,262,14.345,22.086,2.891,5.625,184,3.75,15.684,14.788,82.813,0.0
A2,232,15,992.834,263,10.246,13.206,2.578,5.859,183,4.063,15.928,14.822,77.051,0.0
A2,232,16,993.286,267,10.246,13.776,1.953,5.508,191,2.969,15.684,14.762,79.883,0.0
A2,232,17,993.884,274,14.686,20.151,1.797,5.742,193,2.5,16.172,14.691,67.871,0.0
A2,232,18,994.568,247,8.539,12.068,1.641,5.156,210,2.031,15.439,14.771,79.297,0.0
A2,232,19,995.19,259,16.849,22.997,1.406,4.805,210,2.5,15.439,14.995,75.488,0.0
A2,232,20,995.166,253,17.191,25.843,1.484,4.805,210,2.031,15.195,15.075,75.098,0.0
A2,232,21,995.715,259,18.671,25.502,1.563,4.57,217,2.188,14.756,15.062,79.492,0.0
A2,232,22,996.216,264,19.923,25.73,1.641,4.453,226,2.344,14.512,15.027,80.469,0.0
A2,232,23,996.716,263,20.037,23.908,1.641,4.336,235,2.031,14.121,14.745,80.664,0.0
A2,233,0,997.241,252,19.126,23.566,1.641,4.336,236,2.188,13.975,14.65,79.688,0.0
A2,233,0,996.179,190,5.351,10.588,1.328,4.336,158,1.875,13.047,14.932,90.234,0.0
A2,233,1,997.571,262,22.314,27.893,1.406,4.219,235,2.5,14.121,14.698,77.148,0.0
A2,233,1,995.898,297,13.889,16.963,1.25,4.453,173,1.875,12.217,14.925,89.16,0.0
A2,233,2,998.096,259,18.899,26.071,1.328,4.219,236,1.875,13.926,14.756,79.297,0.0
A2,233,2,996.106,271,21.403,24.933,1.328,4.102,195,1.563,11.924,14.938,85.938,0.0
A2,233,3,998.853,259,18.557,24.819,1.25,4.102,233,2.031,13.73,14.751,80.078,0.0
A2,233,3,995.959,263,18.443,22.997,1.484,4.336,211,2.188,11.875,14.949,81.641,0.0
A2,233,4,999.512,257,17.077,23.566,1.328,4.102,238,2.031,13.877,14.696,78.125,0.0
A2,233,4,996.216,251,17.191,21.517,1.406,4.219,229,1.875,11.68,14.956,80.566,0.0
A2,233,5,1000.134,251,18.102,25.616,1.328,4.102,231,1.875,14.023,14.647,76.465,0.0
A2,233,5,996.216,221,15.028,18.557,1.328,4.336,231,1.719,12.705,14.965,75.488,0.0
A2,233,6,1001.099,256,17.874,24.591,1.25,4.336,219,1.563,13.877,14.725,77.93,0.0
A2,233,6,996.375,219,17.988,22.314,1.328,4.219,217,1.563,12.656,14.963,77.93,0.0
A2,233,7,1001.66,257,18.102,25.957,1.328,4.336,222,1.875,14.072,14.954,77.051,0.0
A2,233,7,996.997,253,20.151,26.185,1.328,4.336,212,1.875,12.803,14.932,70.117,0.0
A2,233,8,1002.588,255,18.329,26.185,1.25,4.336,218,1.563,14.072,14.98,78.711,0.0
A2,233,8,998.083,243,19.013,24.591,1.484,4.336,210,1.719,12.949,14.938,72.363,0.0
A2,233,9,1003.259,252,18.899,25.502,1.406,4.219,221,2.344,14.219,15.044,77.344,0.0
A2,233,9,998.84,241,20.493,27.323,1.484,4.453,214,2.031,12.9,14.927,68.75,0.0
A2,233,10,1003.772,251,20.037,27.096,1.328,4.102,222,1.719,14.561,15.029,76.465,0.0
A2,233,10,999.28,217,19.126,24.136,1.641,4.57,217,2.031,12.412,14.921,75.098,0.0
A2,233,11,1004.272,238,16.963,25.73,1.484,4.102,225,1.875,14.512,14.952,75.391,0.0
A2,233,11,999.622,229,16.166,20.037,1.641,4.336,205,2.344,12.607,14.919,72.852,0.0
A2,233,12,1004.785,245,19.354,25.16,1.484,3.984,221,2.031,14.854,14.7,73.145,0.0
A2,233,12,999.438,222,17.191,21.631,1.484,4.219,201,2.031,12.803,14.932,70.801,0.0
A2,233,13,1005.017,242,15.369,19.126,1.406,3.867,208,1.719,15.293,14.681,72.852,0.0
A2,233,13,999.243,232,16.28,19.354,1.484,4.219,194,2.031,12.803,14.943,69.141,0.0
A2,233,14,1005.994,251,16.736,23.794,1.25,3.867,221,1.719,15.488,14.767,72.852,0.0
A2,233,14,999.121,223,15.597,19.923,1.406,4.219,187,1.875,13.389,14.951,66.504,0.0
A2,233,15,1006.287,284,11.499,17.76,1.094,3.75,225,1.25,14.756,14.78,73.828,0.0
A2,233,15,999.06,237,15.939,19.013,1.328,4.219,190,1.719,13.242,14.954,65.234,0.0
A2,233,16,1006.702,255,7.4,9.905,1.094,3.984,225,1.25,15.0,14.747,77.148,0.0
A2,233,16,998.95,242,13.32,17.191,1.563,4.336,188,2.5,13.145,14.954,64.551,0.0
A2,233,17,1007.275,272,12.182,16.622,1.016,3.984,219,1.563,15.635,14.652,69.531,0.0
A2,233,17,999.463,235,14.003,17.646,1.328,4.453,190,1.719,13.193,14.951,61.719,0.0
A2,233,18,1008.313,255,12.182,17.191,0.938,3.984,235,1.406,15.537,14.778,70.41,0.0
A2,233,18,1000.146,273,16.508,20.037,1.328,4.688,188,1.875,12.754,14.943,70.508,0.0
A2,233,19,1009.363,266,14.914,21.973,1.016,3.867,238,1.25,15.537,14.949,68.066,0.0
A2,233,19,1001.184,278,19.126,23.111,1.25,4.57,201,1.719,11.875,14.936,72.949,0.0
A2,233,20,1010.168,255,15.369,23.111,1.172,4.102,239,1.563,14.707,15.016,74.316,0.0
A2,233,20,1002.185,276,23.225,29.259,1.25,3.984,235,1.563,11.143,14.908,78.418,0.0
A2,233,21,1011.084,258,16.28,21.517,1.25,3.984,232,1.563,14.365,14.967,79.004,0.0
A2,233,21,1003.333,269,18.671,24.022,1.406,4.219,233,1.875,11.289,14.907,74.219,0.0
A2,233,22,1011.694,270,18.216,23.794,1.094,3.984,232,1.875,14.316,14.984,76.27,0.0
A2,233,22,1004.614,270,21.403,28.234,1.406,4.219,231,1.875,11.582,14.897,74.609,0.0
A2,233,23,1012.415,267,17.646,22.428,1.172,3.867,232,1.875,14.023,14.98,77.734,0.0
A2,233,23,1005.518,255,25.502,31.422,1.641,4.336,231,2.344,11.191,14.879,74.023,0.0
A2,234,0,1013.025,274,16.394,20.151,1.328,3.867,238,2.031,13.926,14.899,77.148,0.0
A2,234,0,1006.592,256,22.656,28.576,1.719,4.453,231,2.344,11.24,14.896,72.266,0.0
A2,234,1,1013.44,265,15.939,18.899,1.328,3.867,249,1.719,13.779,14.747,81.152,0.0
A2,234,1,1007.104,255,22.542,26.982,1.797,4.453,236,2.656,11.387,14.89,69.824,0.0
A2,234,2,1013.953,270,15.825,19.354,1.172,3.867,239,1.406,13.682,14.614,79.297,0.0
A2,234,2,1007.617,240,22.542,28.234,1.953,4.57,221,2.813,11.484,14.875,67.188,0.0
A2,234,3,1014.514,275,15.711,19.696,1.172,3.75,245,1.406,13.584,14.626,80.469,0.0
A2,234,3,1007.397,212,19.354,23.794,1.953,4.688,211,2.813,11.191,14.89,68.066,0.0
A2,234,4,1015.125,277,14.117,17.988,1.094,3.75,246,1.563,13.34,14.625,81.445,0.0
A2,234,4,1007.19,213,20.379,26.071,2.109,4.922,201,2.656,11.777,14.886,67.09,0.0
A2,234,5,1016.211,291,14.459,17.76,1.016,3.75,245,1.406,13.193,14.713,80.859,0.0
A2,234,5,1006.592,204,23.566,29.828,2.031,4.805,193,3.125,12.266,14.91,73.828,0.0
A2,234,6,1017.322,293,13.776,19.126,0.938,3.75,260,1.094,13.145,14.872,81.836,0.0
A2,234,6,1005.933,195,23.794,29.942,2.031,4.922,187,2.656,13.047,14.897,73.633,0.0
A2,234,7,1018.164,295,11.271,15.142,0.859,3.633,256,0.938,13.145,14.938,78.613,0.0
A2,234,7,1004.907,200,22.883,30.625,2.031,5.039,186,2.656,12.949,14.899,75.586,0.0
A2,234,8,1019.202,299,13.548,18.785,0.859,3.633,259,1.094,13.34,14.954,76.27,0.0
A2,234,8,1002.795,187,27.893,38.139,2.109,5.039,177,3.281,14.072,14.894,73.438,1.0
A2,234,9,1020.215,299,10.36,13.092,0.938,3.633,266,1.094,13.242,14.821,78.906,0.0
A2,234,9,1001.233,180,30.17,41.099,2.344,5.273,183,3.281,13.926,14.883,75.977,1.0
A2,234,10,1020.874,298,12.865,17.305,0.781,3.516,266,0.938,13.535,14.813,77.832,0.0
A2,234,10,998.584,178,35.976,48.727,3.047,5.859,180,4.375,14.268,14.879,74.902,2.0
A2,234,11,1021.851,295,14.003,16.622,0.781,3.516,281,0.938,13.584,14.987,76.27,0.0
A2,234,11,996.472,182,37.342,49.41,3.75,6.445,184,4.844,14.316,14.87,79.199,2.0
A2,234,12,1022.498,285,12.523,15.028,0.781,3.633,274,1.25,13.877,15.027,75.195,0.0
A2,234,12,994.47,182,40.985,57.265,4.219,6.563,184,5.469,14.268,14.87,83.203,2.0
A2,234,13,1022.839,280,10.702,13.206,0.859,3.633,269,1.406,14.219,15.022,75.0,0.0
A2,234,13,992.004,186,37.911,52.711,5.313,7.266,181,7.5,13.438,14.874,90.234,2.0
A2,234,14,1023.206,286,9.108,11.271,0.781,3.633,278,0.938,14.609,15.027,72.852,0.0
A2,234,14,992.456,198,35.748,46.336,4.766,6.914,188,7.031,14.805,14.888,79.98,2.0
A2,234,15,1023.413,291,6.831,8.994,0.703,3.633,277,1.25,14.902,14.978,70.996,0.0
A2,234,15,992.371,204,32.788,42.351,4.766,6.914,188,6.719,14.414,14.888,72.559,1.0
A2,234,16,1023.743,311,5.692,7.286,0.625,3.633,270,0.625,14.854,14.947,74.414,0.0
A2,234,16,992.31,208,32.674,39.391,3.906,6.563,187,5.0,14.512,14.868,65.723,1.0
A2,234,17,1024.438,291,3.302,5.009,0.547,3.398,294,0.781,14.854,14.914,73.145,0.0
A2,234,17,992.334,210,31.764,39.733,3.75,6.211,184,4.844,14.268,14.863,68.262,1.0
A2,234,18,1025.098,247,3.188,4.212,0.469,3.398,311,0.625,14.805,14.987,76.758,0.0
A2,234,18,992.822,215,31.65,40.074,4.297,6.914,179,7.188,13.828,14.877,66.113,1.0
A2,234,19,1025.635,210,5.92,7.969,0.469,3.75,156,0.781,14.902,15.027,78.809,0.0
A2,234,19,993.311,226,31.194,39.164,4.063,6.797,181,6.094,13.535,14.886,63.965,1.0
A2,234,20,1025.977,188,5.692,6.831,0.391,3.516,208,0.469,14.902,14.795,79.98,0.0
A2,234,20,994.47,234,29.6,37.797,3.594,6.445,188,5.469,12.559,14.872,70.41,1.0
A2,234,21,1026.038,196,6.034,7.059,0.391,3.75,153,0.469,14.854,14.667,80.176,0.0
A2,234,21,995.959,246,25.16,33.13,3.281,6.094,194,4.375,12.363,14.866,74.121,0.0
A2,234,22,1026.074,195,5.92,7.628,0.391,3.75,145,0.625,15.049,14.612,76.172,0.0
A2,234,22,997.4,254,25.16,31.422,3.047,6.211,195,4.375,11.533,14.833,78.809,0.0
A2,234,23,1025.61,191,6.148,7.059,0.313,3.633,160,0.469,14.951,14.626,77.148,0.0
A2,234,23,998.535,249,22.883,28.917,2.813,5.977,193,4.063,11.924,14.843,70.313,0.0
A2,235,0,1025.085,184,6.831,8.88,0.313,3.867,183,0.469,14.805,14.766,82.813,0.0
A2,235,0,999.304,219,21.176,26.64,2.578,5.742,191,3.281,11.631,14.837,71.973,0.0
A2,235,1,1025.098,181,7.628,9.449,0.313,3.984,166,0.469,15.049,15.009,84.961,0.0
A2,235,1,999.048,238,19.582,24.477,2.5,5.625,191,3.125,11.289,14.835,70.703,0.0
A2,235,2,1024.878,181,6.375,8.311,0.313,4.219,176,0.469,15.0,15.007,88.672,0.0
A2,235,2,998.816,242,18.557,23.453,2.422,5.391,190,4.375,11.338,14.839,71.094,0.0
A2,235,3,1024.573,192,7.742,8.994,0.313,3.75,170,0.313,14.951,14.989,85.156,0.0
A2,235,3,998.547,226,17.077,20.379,2.109,4.922,194,2.344,11.24,14.841,67.188,0.0
A2,235,4,1023.865,190,10.929,13.092,0.391,3.398,145,0.469,15.0,14.872,85.059,0.0
A2,235,4,998.206,213,15.597,21.403,2.031,5.039,193,3.281,11.338,14.828,70.996,0.0
A2,235,5,1023.315,192,13.092,15.711,0.391,3.281,150,0.469,14.805,14.886,84.277,0.0
A2,235,5,997.693,210,14.914,20.493,1.797,4.688,187,3.125,11.289,14.837,67.48,0.0
A2,235,6,1023.193,194,11.954,15.256,0.469,3.281,158,0.625,14.707,14.995,85.84,0.0
A2,235,6,997.266,214,16.166,19.809,1.563,4.57,190,2.188,11.387,14.859,67.188,0.0
A2,235,7,1022.998,183,12.865,18.216,0.469,3.516,162,0.781,14.951,14.969,74.316,0.0
A2,235,7,996.863,229,14.573,19.354,1.484,4.57,190,2.188,11.484,14.861,65.332,0.0
A2,235,8,1023.059,185,11.84,16.053,0.625,3.75,165,0.938,14.805,14.828,78.125,0.0
A2,235,8,996.899,221,14.914,19.468,1.406,4.57,181,2.031,11.533,14.854,61.719,0.0
A2,235,9,1023.169,188,14.345,17.988,0.703,3.867,170,1.094,14.756,14.676,77.344,0.0
A2,235,9,997.046,230,11.499,14.459,1.25,4.805,183,1.563,11.338,14.852,62.988,0.0
A2,235,10,1022.156,181,15.142,19.468,1.016,3.984,174,1.406,14.707,14.648,79.004,0.0
A2,235,10,996.643,231,8.539,13.092,1.094,4.688,187,1.875,11.338,14.828,63.574,0.0
A2,235,11,1021.545,178,17.305,22.086,1.094,3.75,181,1.563,14.707,14.65,81.445,0.0
A2,235,11,996.521,220,9.791,13.548,1.094,5.273,186,1.406,11.289,14.822,66.992,0.0
A2,235,12,1020.691,180,17.988,23.68,1.25,3.75,172,1.719,14.805,14.713,82.813,0.0
A2,235,12,996.313,209,8.425,12.523,0.938,4.805,186,1.25,11.729,14.828,66.309,0.0
A2,235,13,1019.775,191,19.468,26.526,1.406,3.75,186,1.563,14.902,14.81,79.004,0.0
A2,235,13,995.972,194,8.88,12.751,1.016,4.805,183,1.406,11.777,14.822,63.77,0.0
A2,235,14,1018.616,185,21.176,28.348,1.641,3.867,180,2.188,15.0,14.98,80.859,0.0
A2,235,14,995.544,176,7.628,15.483,1.016,4.453,183,1.563,11.777,14.81,66.895,0.0
A2,235,15,1017.786,181,20.72,28.576,1.797,4.102,186,2.344,15.146,15.027,80.566,0.0
A2,235,15,995.178,184,7.514,12.979,1.016,4.102,179,1.406,11.289,14.817,65.82,0.0
A2,235,16,1017.542,189,22.883,29.373,1.797,4.219,188,2.5,15.195,14.943,79.688,0.0
A2,235,16,995.276,87,8.197,11.271,1.094,4.102,181,1.406,11.436,14.8,67.09,0.0
A2,235,17,1017.297,189,22.2,29.487,1.875,4.336,187,2.813,15.146,14.936,83.496,0.0
A2,235,17,995.496,24,14.231,19.468,1.016,4.453,173,1.25,11.68,14.815,68.359,0.0
A2,235,18,1016.589,191,22.656,30.625,1.797,4.57,184,2.656,15.195,15.007,86.133,0.0
A2,235,18,996.729,74,12.865,16.736,1.016,4.102,162,1.406,11.924,14.844,69.824,0.0
A2,235,19,1016.516,184,18.102,27.21,1.875,4.922,186,2.5,15.244,15.016,87.402,0.0
A2,235,19,997.986,43,12.182,15.711,1.094,3.984,148,1.563,12.363,14.835,64.355,0.0
A2,235,20,1015.125,187,21.631,28.69,2.031,5.156,188,3.125,15.244,14.896,87.793,0.0
A2,235,20,999.109,17,19.809,23.339,1.016,3.867,139,1.563,11.924,14.841,68.75,0.0
A2,235,21,1014.893,194,20.493,27.323,2.109,5.273,188,3.125,15.293,14.764,88.965,0.0
A2,235,21,1000.623,10,15.142,18.216,1.172,3.984,131,1.719,12.412,14.848,64.063,0.0
A2,235,22,1014.404,194,21.517,29.714,2.188,5.273,183,3.594,15.244,14.647,89.844,0.0
A2,235,22,1002.319,9,16.508,20.037,1.172,4.219,142,1.719,12.363,14.824,70.02,0.0
A2,235,23,1013.232,193,21.176,27.779,2.109,5.156,181,3.125,15.439,14.652,89.648,0.0
A2,235,23,1003.906,344,16.508,21.29,1.172,3.633,91,1.25,12.168,14.797,73.145,0.0
A2,236,0,1012.231,191,22.883,31.422,2.344,5.156,180,3.281,15.439,14.656,90.039,0.0
A2,236,0,1005.066,348,17.533,21.973,1.25,3.516,28,1.563,11.924,14.773,72.168,0.0
A2,236,1,1011.572,192,22.086,28.234,2.344,4.922,181,3.75,15.537,14.614,89.648,0.0
A2,236,1,1005.554,358,15.825,19.809,1.406,3.75,356,1.563,11.826,14.755,70.898,0.0
A2,236,2,1010.486,193,23.339,30.967,2.344,5.039,180,4.688,15.635,14.621,89.063,0.0
A2,236,2,1007.056,342,14.231,17.646,1.25,3.633,357,1.563,11.729,14.751,71.68,0.0
A2,236,3,1009.094,191,23.111,31.536,2.578,5.039,184,3.594,15.635,14.789,90.137,0.0
A2,236,3,1008.301,319,18.557,21.859,1.172,3.867,0,1.563,11.094,14.751,79.492,0.0
A2,236,4,1008.521,193,22.428,30.739,2.422,4.805,187,3.75,15.635,14.927,90.43,0.0
A2,236,4,1009.18,317,17.988,22.086,1.172,3.867,343,1.406,10.752,14.749,83.398,0.0
A2,236,5,1007.715,197,21.631,28.462,2.344,4.922,188,3.75,15.684,14.965,89.844,0.0
A2,236,5,1010.168,307,19.126,22.656,1.25,4.102,339,1.563,10.898,14.766,82.227,0.0
A2,236,6,1006.616,199,25.73,34.268,2.344,4.922,186,3.75,15.781,14.963,89.453,0.0
A2,236,6,1011.035,306,17.874,22.2,1.25,4.219,322,2.031,10.703,14.767,79.59,0.0
A2,236,7,1006.555,196,24.022,33.016,2.734,5.391,183,4.375,15.684,14.888,90.234,0.0
A2,236,7,1011.755,308,16.736,20.948,1.328,4.219,316,1.875,10.459,14.753,78.711,0.0
A2,236,8,1006.543,200,25.388,34.724,2.578,5.625,186,4.063,15.635,14.667,91.406,0.0
A2,236,8,1012.537,303,16.508,20.493,1.328,4.219,319,2.344,10.459,14.758,82.031,0.0
A2,236,9,1007.092,200,22.428,29.6,2.578,5.625,180,3.906,15.537,14.531,92.578,0.0
A2,236,9,1013.501,291,17.077,22.086,1.172,3.867,308,1.563,10.898,14.767,80.664,0.0
A2,236,10,1007.08,200,22.542,29.145,2.5,5.742,180,4.219,15.537,14.575,93.359,0.0
A2,236,10,1013.733,289,16.053,20.151,1.25,3.75,298,1.719,10.557,14.775,81.641,0.0
A2,236,11,1007.263,190,18.557,22.997,2.422,5.625,181,3.906,15.537,14.551,93.262,0.0
A2,236,11,1014.209,288,16.166,20.72,1.172,3.633,283,1.719,10.459,14.767,75.586,0.0
A2,236,12,1007.849,234,13.662,17.305,2.188,5.508,181,4.219,15.244,14.579,94.336,0.0
A2,236,12,1014.404,280,17.874,22.656,1.094,3.633,277,1.563,11.143,14.755,71.68,0.0
A2,236,13,1007.751,202,10.929,14.231,2.031,5.273,180,3.438,14.951,14.581,94.824,0.0
A2,236,13,1014.246,275,16.849,22.656,1.016,3.633,266,1.719,11.484,14.742,68.945,0.0
A2,236,14,1007.8,199,8.425,11.271,1.875,4.922,176,2.5,15.098,14.586,94.238,0.0
A2,236,14,1014.355,275,16.166,20.606,1.016,3.633,256,1.406,11.68,14.731,70.801,0.0
A2,236,15,1007.703,191,7.855,10.132,1.719,4.688,176,2.5,15.098,14.584,94.531,0.0
A2,236,15,1014.404,275,17.988,22.428,1.016,3.633,264,1.25,11.777,14.725,73.047,0.0
A2,236,16,1007.312,206,11.499,13.434,1.719,4.805,177,2.656,15.342,14.595,95.117,0.0
A2,236,16,1014.49,278,16.622,20.72,1.094,3.633,270,1.563,11.973,14.722,74.219,0.0
A2,236,17,1006.665,213,6.262,10.816,1.484,4.57,176,1.875,15.049,14.595,95.605,0.0
A2,236,17,1014.368,276,16.963,20.265,1.172,3.867,273,1.563,11.729,14.74,74.121,0.0
A2,236,18,1005.945,197,9.336,12.979,1.406,4.805,179,2.031,15.146,14.61,96.094,0.0
A2,236,18,1014.563,269,12.296,15.825,1.094,3.984,285,1.719,12.021,14.745,74.805,0.0
A2,236,19,1005.115,197,16.508,20.037,1.328,4.922,172,1.719,15.342,14.59,94.824,0.0
A2,236,19,1014.38,258,14.459,17.76,1.094,3.984,283,1.563,11.924,14.734,76.953,0.0
A2,236,20,1004.541,201,17.874,23.566,1.328,4.688,170,1.719,15.439,14.615,92.969,0.0
A2,236,20,1014.221,248,14.003,16.736,0.859,3.633,274,0.938,11.973,14.753,79.004,0.0
A2,236,21,1003.894,199,15.939,20.379,1.406,4.805,174,2.188,15.391,14.595,91.699,0.0
A2,236,21,1013.867,242,12.523,16.849,0.781,3.516,267,0.938,12.217,14.749,75.293,0.0
A2,236,22,1003.357,198,16.508,21.631,1.484,4.922,177,1.875,15.391,14.594,92.969,0.0
A2,236,22,1013.94,241,12.068,15.711,0.781,3.398,262,0.938,12.119,14.753,76.27,0.0
A2,236,23,1002.844,200,18.443,22.883,1.25,4.805,183,1.875,15.391,14.634,92.676,0.0
A2,236,23,1013.33,218,10.929,15.142,0.781,3.398,252,0.938,12.412,14.74,78.223,0.0
A2,237,0,1002.124,196,19.126,27.665,1.563,4.805,180,1.875,15.488,14.634,90.82,0.0
A2,237,0,1012.561,218,11.84,15.142,0.703,3.516,221,0.781,12.559,14.731,76.563,0.0
A2,237,1,1001.074,194,20.834,29.487,1.797,4.922,177,2.344,15.586,14.63,91.406,0.0
A2,237,1,1011.719,209,13.662,20.493,0.625,3.75,205,0.625,12.754,14.724,77.539,0.0
A2,237,2,1000.378,201,21.631,28.234,2.031,4.805,181,2.656,15.391,14.63,92.48,0.0
A2,237,2,1011.353,217,16.053,20.834,0.781,3.867,194,1.094,12.656,14.692,79.004,0.0
A2,237,3,1000.195,252,12.296,17.988,2.266,4.922,180,3.438,13.34,14.628,92.676,0.0
A2,237,3,1010.767,218,18.216,23.111,1.016,3.984,194,1.25,12.314,14.689,87.109,0.0
A2,237,4,1000.635,261,17.419,21.517,2.109,4.922,173,2.969,13.535,14.581,92.285,0.0
A2,237,4,1009.204,201,19.696,24.363,1.094,3.75,195,1.25,12.168,14.685,79.395,0.0
A2,237,5,1000.635,305,15.939,20.834,1.953,4.688,177,2.969,12.412,14.539,84.375,0.0
A2,237,5,1008.167,195,21.859,27.323,1.328,3.75,187,2.031,12.217,14.7,84.668,0.0
A2,237,6,1000.94,287,13.092,16.166,1.875,4.922,188,2.656,12.266,14.561,82.129,0.0
A2,237,6,1006.738,177,21.403,26.185,1.563,3.867,183,1.875,12.119,14.724,88.379,0.0
A2,237,7,1001.819,258,14.003,19.354,1.484,4.57,197,2.656,12.461,14.586,82.813,0.0
A2,237,7,1005.151,194,26.071,32.333,1.563,3.984,188,2.031,13.34,14.72,88.965,0.0
A2,237,8,1002.075,228,11.84,14.573,1.406,4.57,203,2.031,12.412,14.584,82.324,0.0
A2,237,8,1004.333,194,27.096,33.699,2.031,4.336,195,2.5,13.486,14.74,88.477,1.0
A2,237,9,1002.441,214,13.662,18.102,1.25,4.805,191,2.188,12.656,14.575,82.031,0.0
A2,237,9,1004.504,197,25.388,32.788,2.188,4.57,191,3.125,13.682,14.751,89.941,0.0
A2,237,10,1003.259,233,16.166,21.973,1.094,4.453,191,1.563,13.34,14.539,74.707,0.0
A2,237,10,1004.236,201,23.68,29.942,2.422,5.039,191,3.594,13.828,14.755,92.285,0.0
A2,237,11,1003.845,257,19.24,24.819,1.172,4.102,210,1.406,13.486,14.55,76.074,0.0
A2,237,11,1004.468,225,18.557,24.136,2.109,5.039,184,2.813,13.682,14.747,93.652,0.0
A2,237,12,1004.346,262,19.354,27.893,1.25,4.102,214,1.875,13.291,14.568,73.828,0.0
A2,237,12,1004.626,297,15.825,19.923,1.641,4.922,190,2.188,13.438,14.734,78.711,0.0
A2,237,13,1005.115,272,21.062,28.007,1.406,4.336,212,2.031,13.438,14.584,70.41,0.0
A2,237,13,1005.09,297,17.533,20.72,1.406,5.156,193,2.344,13.096,14.718,73.535,0.0
A2,237,14,1006.311,262,24.819,34.951,1.563,4.219,226,2.188,12.852,14.588,61.523,0.0
A2,237,14,1005.347,288,16.053,20.037,1.484,4.805,197,2.344,13.438,14.722,71.484,0.0
A2,237,15,1007.202,249,19.013,27.893,1.719,4.219,232,2.188,12.656,14.572,71.973,0.0
A2,237,15,1005.603,279,11.499,14.914,1.484,4.453,212,2.031,13.584,14.716,69.824,0.0
A2,237,16,1008.057,253,23.453,29.145,1.719,4.336,240,2.344,13.584,14.592,68.066,0.0
A2,237,16,1005.762,268,11.726,14.8,1.406,4.57,207,2.031,13.535,14.7,66.895,0.0
A2,237,17,1009.863,264,24.25,29.942,1.875,4.57,243,2.5,13.73,14.594,66.016,0.0
A2,237,17,1005.994,225,10.816,13.548,1.328,4.688,197,2.031,13.535,14.709,67.285,0.0
A2,237,18,1011.328,266,25.274,32.56,1.953,4.453,248,2.656,12.9,14.528,70.02,0.0
A2,237,18,1005.981,226,12.523,14.573,1.406,4.688,193,2.031,13.633,14.716,67.48,0.0
A2,237,19,1013.013,272,25.274,32.902,2.109,4.688,248,2.813,12.852,14.513,70.313,0.0
A2,237,19,1005.688,210,14.117,17.646,1.406,4.57,211,2.5,13.389,14.724,67.188,0.0
A2,237,20,1014.722,267,22.542,30.17,2.188,4.688,243,3.594,12.607,14.506,72.07,0.0
A2,237,20,1004.773,208,16.622,20.72,1.328,4.336,195,2.031,13.389,14.773,72.266,0.0
A2,237,21,1016.077,265,22.542,29.487,2.188,4.805,240,2.969,12.754,14.506,74.219,0.0
A2,237,21,1004.456,190,17.646,22.542,1.25,4.102,195,1.563,13.389,14.777,74.219,0.0
A2,237,22,1017.59,256,20.379,27.096,1.953,4.688,240,2.656,12.852,14.458,73.438,0.0
A2,237,22,1003.882,196,19.013,23.339,1.25,4.102,191,1.875,13.193,14.78,75.488,0.0
A2,237,23,1018.164,255,20.72,26.868,1.875,4.57,226,2.5,13.145,14.469,72.949,0.0
A2,237,23,1002.856,196,21.29,28.007,1.172,4.336,186,1.719,13.438,14.755,77.539,0.0
A2,238,0,1019.165,238,19.468,27.21,1.719,4.57,221,2.344,13.145,14.52,72.656,0.0
A2,238,0,1002.051,202,20.834,27.437,1.406,4.688,188,2.188,13.633,14.756,76.66,0.0
A2,238,1,1019.421,229,18.671,23.908,1.641,4.688,210,2.656,12.949,14.495,75.879,0.0
A2,238,1,1001.025,191,21.403,28.12,1.484,4.922,190,2.031,13.682,14.713,77.832,0.0
A2,238,2,1019.446,230,21.29,26.754,1.484,4.57,200,2.188,13.193,14.442,76.172,0.0
A2,238,2,1000.244,189,22.883,31.65,1.797,5.156,183,2.5,13.828,14.691,79.785,0.0
A2,238,3,1019.287,230,21.859,28.576,1.719,4.57,193,2.656,13.535,14.414,75.879,0.0
A2,238,3,999.255,187,22.086,28.348,1.875,5.156,180,3.281,13.242,14.694,85.742,0.0
A2,238,4,1019.47,219,21.062,27.323,1.875,4.57,195,2.5,13.779,14.48,76.074,0.0
A2,238,4,998.206,188,25.502,33.471,2.031,5.039,176,3.125,13.535,14.691,82.52,0.0
A2,238,5,1019.666,210,20.948,26.071,1.875,4.453,190,2.656,13.584,14.487,78.809,0.0
A2,238,5,996.948,191,22.086,31.08,2.422,5.156,181,3.438,13.486,14.689,85.938,0.0
A2,238,6,1020.02,231,22.314,27.551,1.797,4.453,190,2.5,13.486,14.511,83.594,0.0
A2,238,6,995.959,206,20.493,25.73,2.266,4.805,172,3.125,13.486,14.702,81.055,0.0
A2,238,7,1020.3,219,20.151,25.046,1.875,4.336,194,2.656,13.73,14.493,82.129,0.0
A2,238,7,995.227,203,20.834,26.526,2.188,4.805,187,2.969,13.34,14.729,81.641,0.0
A2,238,8,1020.691,212,17.874,23.453,1.641,4.219,195,2.344,14.121,14.412,80.566,0.0
A2,238,8,995.166,209,20.151,25.046,1.875,4.57,193,2.5,13.389,14.764,80.762,0.0
A2,238,9,1020.996,219,20.265,25.616,1.563,4.219,195,2.031,14.414,14.399,82.422,0.0
